,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.27916666865348816,1.4015244245529175,9.999999747378752e-06,0.3759123980998993,1.362387776374817
1,0.715624988079071,0.8312985897064209,4.8000001697801054e-05,0.4927007257938385,1.063516616821289
2,0.8510416746139526,0.4352109134197235,8.600000001024455e-05,0.6605839133262634,0.8506043553352356
3,0.8864583373069763,0.33636051416397095,0.00012399999832268804,0.7445255517959595,0.6671032309532166
4,0.8760416507720947,0.34094658493995667,0.00016199999663513154,0.8722627758979797,0.2999832332134247
5,0.9135416746139526,0.26172617077827454,0.00019999999494757503,0.9014598727226257,0.3575706481933594
6,0.9458333253860474,0.17028659582138062,0.00016199999663513154,0.9124087691307068,0.271362841129303
7,0.9468749761581421,0.1853562295436859,0.00013159999798517674,0.930656909942627,0.2088913768529892
8,0.9614583253860474,0.12542438507080078,0.00010728000052040443,0.9489051103591919,0.2054126262664795
9,0.96875,0.11765535920858383,8.782400254858658e-05,0.930656909942627,0.20972754061222076
10,0.971875011920929,0.11041032522916794,7.225920126074925e-05,0.9416058659553528,0.20800550282001495
11,0.9697916507720947,0.0848410502076149,5.980736023047939e-05,0.94525545835495,0.17460715770721436
12,0.9760416746139526,0.08303219825029373,4.984588667866774e-05,0.9525547623634338,0.17798204720020294
13,0.984375,0.06462153047323227,4.187671220279299e-05,0.956204354763031,0.15710601210594177
14,0.984375,0.06748878955841064,3.550136898411438e-05,0.9489051103591919,0.148490771651268
15,0.984375,0.0585518553853035,3.0401095500565134e-05,0.94525545835495,0.1445886343717575
16,0.9854166507720947,0.05962125584483147,2.6320874894736335e-05,0.9525547623634338,0.1477794200181961
17,0.987500011920929,0.04999071732163429,2.30567002290627e-05,0.9525547623634338,0.1521201729774475
18,0.9937499761581421,0.041857872158288956,2.044536086032167e-05,0.9525547623634338,0.171114981174469
19,0.9947916865348816,0.03922612592577934,1.8356287910137326e-05,0.9525547623634338,0.1601182222366333
