,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.4046874940395355,1.4232869148254395,9.999999747378752e-06,0.34306567907333374,1.419827938079834
1,0.8119791746139526,0.5886768698692322,4.8000001697801054e-05,0.6751824617385864,0.9499415755271912
2,0.9192708134651184,0.2616785764694214,8.600000001024455e-05,0.8795620203018188,0.37600579857826233
3,0.9333333373069763,0.23013687133789062,0.00012399999832268804,0.9160584211349487,0.236558735370636
4,0.9552083611488342,0.14818446338176727,0.00016199999663513154,0.9525547623634338,0.16823112964630127
5,0.957812488079071,0.12627942860126495,0.00019999999494757503,0.9233576655387878,0.27827954292297363
6,0.9713541865348816,0.08826471865177155,0.00016199999663513154,0.9270073175430298,0.22941577434539795
7,0.9760416746139526,0.0725446566939354,0.00013159999798517674,0.9343065619468689,0.2264818549156189
8,0.989062488079071,0.04340933635830879,0.00010728000052040443,0.94525545835495,0.16487403213977814
9,0.9932291507720947,0.03015035390853882,8.782400254858658e-05,0.94525545835495,0.13484692573547363
10,0.9937499761581421,0.03396272286772728,7.225920126074925e-05,0.9489051103591919,0.12610742449760437
11,0.9958333373069763,0.024001438170671463,5.980736023047939e-05,0.9489051103591919,0.13222149014472961
12,0.9979166388511658,0.016265248879790306,4.984588667866774e-05,0.9489051103591919,0.12882345914840698
13,0.9984375238418579,0.012224442325532436,4.187671220279299e-05,0.959854006767273,0.12818706035614014
14,0.996874988079071,0.01358105055987835,3.550136898411438e-05,0.956204354763031,0.11549679189920425
15,0.9979166388511658,0.011456658132374287,3.0401095500565134e-05,0.956204354763031,0.12586966156959534
16,0.9994791746139526,0.009508948773145676,2.6320874894736335e-05,0.959854006767273,0.11501352488994598
17,0.996874988079071,0.018818672746419907,2.30567002290627e-05,0.956204354763031,0.12720933556556702
18,1.0,0.009380810894072056,2.044536086032167e-05,0.959854006767273,0.11957637965679169
19,0.9989583492279053,0.009313208051025867,1.8356287910137326e-05,0.959854006767273,0.1239163875579834
