,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.2916666567325592,1.3838101625442505,9.999999747378752e-06,0.3248175084590912,1.3873322010040283
1,0.3083333373069763,1.3577662706375122,4.8000001697801054e-05,0.20072992146015167,1.4329158067703247
2,0.40833333134651184,1.2950159311294556,8.600000001024455e-05,0.19708029925823212,1.4236606359481812
3,0.34166666865348816,1.2606531381607056,0.00012399999832268804,0.25182482600212097,1.3862864971160889
4,0.3083333373069763,1.277830719947815,0.00016199999663513154,0.2956204414367676,1.33366060256958
5,0.38333332538604736,1.21734619140625,0.00019999999494757503,0.2664233446121216,1.449400782585144
6,0.3916666805744171,1.246705174446106,0.00016199999663513154,0.262773722410202,1.4032150506973267
7,0.6666666865348816,0.9577965140342712,0.00013159999798517674,0.35766422748565674,1.2095552682876587
8,0.7250000238418579,0.753982424736023,0.00010728000052040443,0.55474454164505,0.852437436580658
9,0.8083333373069763,0.5961171388626099,8.782400254858658e-05,0.6167883276939392,0.8500990867614746
10,0.824999988079071,0.583691418170929,7.225920126074925e-05,0.8175182342529297,0.596858561038971
11,0.875,0.49690282344818115,5.980736023047939e-05,0.8649635314941406,0.5222867131233215
12,0.8833333253860474,0.36425960063934326,4.984588667866774e-05,0.9014598727226257,0.35964280366897583
13,0.8666666746139526,0.4532373547554016,4.187671220279299e-05,0.8576642274856567,0.4467044770717621
14,0.824999988079071,0.4932345449924469,3.550136898411438e-05,0.8248175382614136,0.5687243342399597
15,0.8999999761581421,0.4071469008922577,3.0401095500565134e-05,0.8394160866737366,0.5206989645957947
16,0.9416666626930237,0.28578490018844604,2.6320874894736335e-05,0.8211678862571716,0.5880739688873291
17,0.9083333611488342,0.38196805119514465,2.30567002290627e-05,0.8175182342529297,0.5624344944953918
18,0.9166666865348816,0.2924513518810272,2.044536086032167e-05,0.7372262477874756,0.712132453918457
19,0.9166666865348816,0.31418079137802124,1.8356287910137326e-05,0.6824817657470703,0.8089340925216675
