,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.34687501192092896,1.3158460855484009,9.999999747378752e-06,0.2737226188182831,1.2674733400344849
1,0.543749988079071,1.100318193435669,4.8000001697801054e-05,0.277372270822525,1.9882789850234985
2,0.828125,0.5845704674720764,8.600000001024455e-05,0.277372270822525,4.627583026885986
3,0.862500011920929,0.40462547540664673,0.00012399999832268804,0.277372270822525,2.82373309135437
4,0.8062499761581421,0.5505245923995972,0.00016199999663513154,0.277372270822525,6.459035396575928
5,0.8656250238418579,0.42417535185813904,0.00019999999494757503,0.277372270822525,5.373928546905518
6,0.909375011920929,0.29516473412513733,0.00016199999663513154,0.2810218930244446,3.6003305912017822
7,0.903124988079071,0.33903682231903076,0.00013159999798517674,0.277372270822525,3.4025590419769287
8,0.9281250238418579,0.21967467665672302,0.00010728000052040443,0.277372270822525,6.986660003662109
9,0.9375,0.22522127628326416,8.782400254858658e-05,0.2846715450286865,7.733051776885986
10,0.96875,0.11291556060314178,7.225920126074925e-05,0.29197078943252563,9.402826309204102
11,0.949999988079071,0.1382061094045639,5.980736023047939e-05,0.34306567907333374,5.563446044921875
12,0.949999988079071,0.1308220773935318,4.984588667866774e-05,0.7116788029670715,1.5816973447799683
13,0.9312499761581421,0.18295812606811523,4.187671220279299e-05,0.7883211970329285,0.9901875853538513
14,0.9624999761581421,0.12806199491024017,3.550136898411438e-05,0.9051094651222229,0.34425243735313416
15,0.949999988079071,0.1312616914510727,3.0401095500565134e-05,0.9124087691307068,0.32458773255348206
16,0.981249988079071,0.07167398929595947,2.6320874894736335e-05,0.8868613243103027,0.49034959077835083
17,0.984375,0.05190357565879822,2.30567002290627e-05,0.8430656790733337,0.9352073669433594
18,0.9781249761581421,0.06645108014345169,2.044536086032167e-05,0.8029196858406067,1.2891669273376465
19,0.971875011920929,0.08591847121715546,1.8356287910137326e-05,0.7810218930244446,1.9318244457244873
