,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.25,1.3823580741882324,9.999999747378752e-06,0.18613138794898987,1.3925127983093262
1,0.32499998807907104,1.3570080995559692,4.8000001697801054e-05,0.277372270822525,1.3734030723571777
2,0.3583333194255829,1.264648199081421,8.600000001024455e-05,0.3467153310775757,1.309384822845459
3,0.375,1.229649305343628,0.00012399999832268804,0.3686131238937378,1.2812063694000244
4,0.3083333373069763,1.3487461805343628,0.00016199999663513154,0.23722627758979797,1.3701765537261963
5,0.32499998807907104,1.2588229179382324,0.00019999999494757503,0.37226277589797974,1.2795389890670776
6,0.4583333432674408,1.1719309091567993,0.00016199999663513154,0.4708029329776764,1.0981799364089966
7,0.5249999761581421,1.1330395936965942,0.00013159999798517674,0.37956205010414124,1.1871455907821655
8,0.675000011920929,0.9206494688987732,0.00010728000052040443,0.5912408828735352,0.8498930335044861
9,0.7583333253860474,0.7239172458648682,8.782400254858658e-05,0.8029196858406067,0.6313396096229553
10,0.8083333373069763,0.6378816962242126,7.225920126074925e-05,0.8540145754814148,0.46022287011146545
11,0.7916666865348816,0.6151126623153687,5.980736023047939e-05,0.8394160866737366,0.5626099109649658
12,0.8083333373069763,0.6485262513160706,4.984588667866774e-05,0.8430656790733337,0.5298113226890564
13,0.9083333611488342,0.4662420153617859,4.187671220279299e-05,0.8649635314941406,0.47263163328170776
14,0.8916666507720947,0.3854118883609772,3.550136898411438e-05,0.8576642274856567,0.4704890549182892
15,0.8833333253860474,0.4357077181339264,3.0401095500565134e-05,0.8175182342529297,0.5083792209625244
16,0.875,0.43073514103889465,2.6320874894736335e-05,0.7518247961997986,0.6620200872421265
17,0.8666666746139526,0.3924301564693451,2.30567002290627e-05,0.7080292105674744,0.7363799214363098
18,0.9666666388511658,0.2641178369522095,2.044536086032167e-05,0.6459854245185852,0.8989048004150391
19,0.8999999761581421,0.31883081793785095,1.8356287910137326e-05,0.6058394312858582,0.9617896676063538
